ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;SalesTerritoryKey;SalesOrderNumber;OrderQuantity;ProductStandardCost;SalesAmount
310;20200108;20200120;20200115;13563;10;SO43739;1;2171,2942;3578,27
312;20200108;20200120;20200115;16527;9;SO43740;1;2171,2942;3578,27
310;20200109;20200121;20200116;27671;1;SO43741;1;2171,2942;3578,27
314;20200109;20200121;20200116;13576;10;SO43742;1;2171,2942;3578,27
347;20200109;20200121;20200116;11007;9;SO43743;1;1912,1544;3399,99
313;20200109;20200121;20200116;16631;9;SO43744;1;2171,2942;3578,27
311;20200110;20200122;20200117;16514;9;SO43745;1;2171,2942;3578,27
312;20200110;20200122;20200117;16616;9;SO43746;1;2171,2942;3578,27
314;20200111;20200123;20200118;27623;4;SO43747;1;2171,2942;3578,27
313;20200111;20200123;20200118;27625;1;SO43748;1;2171,2942;3578,27
314;20200111;20200123;20200118;27636;1;SO43749;1;2171,2942;3578,27
311;20200111;20200123;20200118;11591;7;SO43750;1;2171,2942;3578,27
313;20200111;20200123;20200118;11592;7;SO43751;1;2171,2942;3578,27
311;20200111;20200123;20200118;13265;8;SO43752;1;2171,2942;3578,27
310;20200111;20200123;20200118;16482;9;SO43753;1;2171,2942;3578,27
312;20200112;20200124;20200119;27617;1;SO43754;1;2171,2942;3578,27
311;20200112;20200124;20200119;27670;4;SO43755;1;2171,2942;3578,27
332;20200112;20200124;20200119;19941;10;SO43756;1;413,1463;699,0982
350;20200112;20200124;20200119;11017;9;SO43757;1;1898,0944;3374,99
310;20200113;20200125;20200120;27646;4;SO43758;1;2171,2942;3578,27
310;20200113;20200125;20200120;13257;8;SO43759;1;2171,2942;3578,27
314;20200113;20200125;20200120;16352;9;SO43760;1;2171,2942;3578,27
310;20200113;20200125;20200120;16493;9;SO43761;1;2171,2942;3578,27
314;20200114;20200126;20200121;27578;4;SO43762;1;2171,2942;3578,27
313;20200114;20200126;20200121;16525;9;SO43763;1;2171,2942;3578,27
310;20200114;20200126;20200121;16612;9;SO43764;1;2171,2942;3578,27
346;20200114;20200126;20200121;11010;9;SO43765;1;1912,1544;3399,99
313;20200115;20200127;20200122;16518;9;SO43766;1;2171,2942;3578,27
350;20200115;20200127;20200122;11001;9;SO43767;1;1898,0944;3374,99
312;20200116;20200128;20200123;27649;1;SO43768;1;2171,2942;3578,27
312;20200116;20200128;20200123;21659;6;SO43769;1;2171,2942;3578,27
312;20200116;20200128;20200123;27614;1;SO43770;1;2171,2942;3578,27
330;20200116;20200128;20200123;14559;4;SO43771;1;413,1463;699,0982
312;20200116;20200128;20200123;16524;9;SO43772;1;2171,2942;3578,27
314;20200116;20200128;20200123;16526;9;SO43773;1;2171,2942;3578,27
313;20200116;20200128;20200123;16348;9;SO43774;1;2171,2942;3578,27
347;20200116;20200128;20200123;11027;9;SO43775;1;1912,1544;3399,99
314;20200117;20200129;20200124;13260;8;SO43776;1;2171,2942;3578,27
311;20200117;20200129;20200124;16515;9;SO43777;1;2171,2942;3578,27
345;20200117;20200129;20200124;11018;9;SO43778;1;1912,1544;3399,99
326;20200117;20200129;20200124;25252;9;SO43779;1;413,1463;699,0982
311;20200118;20200130;20200125;11599;7;SO43780;1;2171,2942;3578,27
312;20200118;20200130;20200125;16495;9;SO43781;1;2171,2942;3578,27
312;20200118;20200130;20200125;16516;9;SO43782;1;2171,2942;3578,27
312;20200118;20200130;20200125;16620;9;SO43783;1;2171,2942;3578,27
310;20200119;20200131;20200126;27667;4;SO43784;1;2171,2942;3578,27
311;20200119;20200131;20200126;11601;7;SO43785;1;2171,2942;3578,27
311;20200119;20200131;20200126;11607;7;SO43786;1;2171,2942;3578,27
344;20200119;20200131;20200126;29385;8;SO43787;1;1912,1544;3399,99
351;20200119;20200131;20200126;11239;10;SO43788;1;1898,0944;3374,99
351;20200119;20200131;20200126;25865;1;SO43789;1;1898,0944;3374,99
344;20200119;20200131;20200126;25857;1;SO43790;1;1912,1544;3399,99
314;20200119;20200131;20200126;16484;9;SO43791;1;2171,2942;3578,27
312;20200119;20200131;20200126;16623;9;SO43792;1;2171,2942;3578,27
344;20200119;20200131;20200126;11000;9;SO43793;1;1912,1544;3399,99
347;20200119;20200131;20200126;11029;9;SO43794;1;1912,1544;3399,99
312;20200120;20200201;20200127;27615;4;SO43795;1;2171,2942;3578,27
342;20200120;20200201;20200127;17956;7;SO43796;1;413,1463;699,0982
312;20200120;20200201;20200127;16345;9;SO43797;1;2171,2942;3578,27
310;20200120;20200201;20200127;16521;9;SO43798;1;2171,2942;3578,27
312;20200120;20200201;20200127;16636;9;SO43799;1;2171,2942;3578,27
311;20200121;20200202;20200128;21710;6;SO43800;1;2171,2942;3578,27
311;20200121;20200202;20200128;13583;10;SO43801;1;2171,2942;3578,27
312;20200121;20200202;20200128;11593;7;SO43802;1;2171,2942;3578,27
314;20200122;20200203;20200129;21741;6;SO43803;1;2171,2942;3578,27
310;20200122;20200203;20200129;13585;10;SO43804;1;2171,2942;3578,27
328;20200122;20200203;20200129;14510;1;SO43805;1;413,1463;699,0982
312;20200122;20200203;20200129;16523;9;SO43806;1;2171,2942;3578,27
312;20200123;20200204;20200130;11611;7;SO43807;1;2171,2942;3578,27
313;20200123;20200204;20200130;13259;8;SO43808;1;2171,2942;3578,27
310;20200123;20200204;20200130;16350;9;SO43809;1;2171,2942;3578,27
345;20200123;20200204;20200130;11004;9;SO43810;1;1912,1544;3399,99
346;20200123;20200204;20200130;11026;9;SO43811;1;1912,1544;3399,99
312;20200124;20200205;20200131;27662;4;SO43812;1;2171,2942;3578,27
350;20200124;20200205;20200131;28390;7;SO43813;1;1898,0944;3374,99
350;20200124;20200205;20200131;25866;1;SO43814;1;1898,0944;3374,99
311;20200124;20200205;20200131;16494;9;SO43815;1;2171,2942;3578,27
314;20200124;20200205;20200131;16496;9;SO43816;1;2171,2942;3578,27
310;20200124;20200205;20200131;16519;9;SO43817;1;2171,2942;3578,27
312;20200124;20200205;20200131;16528;9;SO43818;1;2171,2942;3578,27
346;20200124;20200205;20200131;11006;9;SO43819;1;1912,1544;3399,99
312;20200125;20200206;20200201;27651;4;SO43820;1;2171,2942;3578,27
310;20200125;20200206;20200201;27663;4;SO43821;1;2171,2942;3578,27
313;20200125;20200206;20200201;27669;4;SO43822;1;2171,2942;3578,27
342;20200125;20200206;20200201;19942;10;SO43823;1;413,1463;699,0982
338;20200125;20200206;20200201;14558;1;SO43824;1;413,1463;699,0982
313;20200125;20200206;20200201;16349;9;SO43825;1;2171,2942;3578,27
348;20200125;20200206;20200201;11008;9;SO43826;1;1898,0944;3374,99
338;20200125;20200206;20200201;25250;9;SO43827;1;413,1463;699,0982
310;20200126;20200207;20200202;27605;1;SO43828;1;2171,2942;3578,27
310;20200126;20200207;20200202;27611;4;SO43829;1;2171,2942;3578,27
311;20200126;20200207;20200202;16347;9;SO43830;1;2171,2942;3578,27
349;20200126;20200207;20200202;11028;9;SO43831;1;1898,0944;3374,99
310;20200126;20200207;20200202;13584;10;SO43832;1;2171,2942;3578,27
310;20200127;20200208;20200203;21727;6;SO43833;1;2171,2942;3578,27
348;20200127;20200208;20200203;28393;7;SO43834;1;1898,0944;3374,99
348;20200127;20200208;20200203;19802;6;SO43835;1;1898,0944;3374,99
324;20200127;20200208;20200203;26620;6;SO43836;1;413,1463;699,0982
350;20200127;20200208;20200203;11009;9;SO43837;1;1898,0944;3374,99
313;20200128;20200209;20200204;27641;4;SO43838;1;2171,2942;3578,27
311;20200128;20200209;20200204;27673;1;SO43839;1;2171,2942;3578,27
326;20200128;20200209;20200204;17957;7;SO43840;1;413,1463;699,0982
314;20200128;20200209;20200204;13406;8;SO43841;1;2171,2942;3578,27
312;20200128;20200209;20200204;16630;9;SO43842;1;2171,2942;3578,27
313;20200129;20200210;20200205;22041;6;SO43918;1;2171,2942;3578,27
314;20200129;20200210;20200205;12124;7;SO43919;1;2171,2942;3578,27
313;20200129;20200210;20200205;28066;4;SO43920;1;2171,2942;3578,27
313;20200129;20200210;20200205;16743;9;SO43921;1;2171,2942;3578,27
310;20200129;20200210;20200205;13546;8;SO43922;1;2171,2942;3578,27
312;20200130;20200211;20200206;28018;4;SO43923;1;2171,2942;3578,27
310;20200130;20200211;20200206;12132;7;SO43924;1;2171,2942;3578,27
314;20200130;20200211;20200206;16661;9;SO43925;1;2171,2942;3578,27
351;20200131;20200212;20200207;11055;9;SO43926;1;1898,0944;3374,99
314;20200131;20200212;20200207;16662;9;SO43927;1;2171,2942;3578,27
313;20200131;20200212;20200207;16740;9;SO43928;1;2171,2942;3578,27
322;20200131;20200212;20200207;25270;9;SO43929;1;413,1463;699,0982
312;20200201;20200213;20200208;28038;4;SO43930;1;2171,2942;3578,27
313;20200201;20200213;20200208;13548;8;SO43931;1;2171,2942;3578,27
314;20200201;20200213;20200208;16741;9;SO43932;1;2171,2942;3578,27
347;20200201;20200213;20200208;11031;9;SO43933;1;1912,1544;3399,99
346;20200201;20200213;20200208;11034;9;SO43934;1;1912,1544;3399,99
334;20200202;20200214;20200209;20048;10;SO43935;1;413,1463;699,0982
311;20200202;20200214;20200209;28065;4;SO43936;1;2171,2942;3578,27
312;20200202;20200214;20200209;17047;9;SO43937;1;2171,2942;3578,27
310;20200202;20200214;20200209;16686;9;SO43938;1;2171,2942;3578,27
312;20200202;20200214;20200209;16659;9;SO43939;1;2171,2942;3578,27
336;20200202;20200214;20200209;25294;9;SO43940;1;413,1463;699,0982
314;20200203;20200215;20200210;13600;10;SO43941;1;2171,2942;3578,27
310;20200203;20200215;20200210;17051;9;SO43942;1;2171,2942;3578,27
338;20200203;20200215;20200210;14565;4;SO43943;1;413,1463;699,0982
344;20200203;20200215;20200210;11054;9;SO43944;1;1912,1544;3399,99
310;20200203;20200215;20200210;16675;9;SO43945;1;2171,2942;3578,27
313;20200203;20200215;20200210;16687;9;SO43946;1;2171,2942;3578,27
310;20200203;20200215;20200210;16712;9;SO43947;1;2171,2942;3578,27
345;20200203;20200215;20200210;11047;9;SO43948;1;1912,1544;3399,99
310;20200204;20200216;20200211;27726;4;SO43949;1;2171,2942;3578,27
311;20200204;20200216;20200211;28014;4;SO43950;1;2171,2942;3578,27
311;20200204;20200216;20200211;16696;9;SO43951;1;2171,2942;3578,27
312;20200204;20200216;20200211;16639;9;SO43952;1;2171,2942;3578,27
342;20200205;20200217;20200212;20049;10;SO43953;1;413,1463;699,0982
311;20200205;20200217;20200212;13602;10;SO43954;1;2171,2942;3578,27
314;20200205;20200217;20200212;13661;10;SO43955;1;2171,2942;3578,27
344;20200205;20200217;20200212;11030;9;SO43956;1;1912,1544;3399,99
313;20200206;20200218;20200213;28068;4;SO43957;1;2171,2942;3578,27
312;20200206;20200218;20200213;16658;9;SO43958;1;2171,2942;3578,27
348;20200206;20200218;20200213;11035;9;SO43959;1;1898,0944;3374,99
349;20200206;20200218;20200213;11046;9;SO43960;1;1898,0944;3374,99
311;20200207;20200219;20200214;28031;4;SO43961;1;2171,2942;3578,27
312;20200207;20200219;20200214;28076;4;SO43962;1;2171,2942;3578,27
314;20200207;20200219;20200214;16685;9;SO43963;1;2171,2942;3578,27
312;20200207;20200219;20200214;16745;9;SO43964;1;2171,2942;3578,27
351;20200207;20200219;20200214;11038;9;SO43965;1;1898,0944;3374,99
347;20200207;20200219;20200214;11039;9;SO43966;1;1912,1544;3399,99
313;20200208;20200220;20200215;28040;1;SO43967;1;2171,2942;3578,27
313;20200208;20200220;20200215;28067;4;SO43968;1;2171,2942;3578,27
310;20200208;20200220;20200215;28071;4;SO43969;1;2171,2942;3578,27
311;20200208;20200220;20200215;16684;9;SO43970;1;2171,2942;3578,27
314;20200208;20200220;20200215;16657;9;SO43971;1;2171,2942;3578,27
314;20200209;20200221;20200216;21939;6;SO43972;1;2171,2942;3578,27
312;20200209;20200221;20200216;28039;4;SO43973;1;2171,2942;3578,27
312;20200209;20200221;20200216;13687;10;SO43974;1;2171,2942;3578,27
312;20200209;20200221;20200216;13540;8;SO43975;1;2171,2942;3578,27
310;20200209;20200221;20200216;28063;4;SO43976;1;2171,2942;3578,27
312;20200209;20200221;20200216;16703;9;SO43977;1;2171,2942;3578,27
310;20200210;20200222;20200217;28030;1;SO43978;1;2171,2942;3578,27
322;20200210;20200222;20200217;14576;1;SO43979;1;413,1463;699,0982
351;20200210;20200222;20200217;11048;9;SO43980;1;1898,0944;3374,99
314;20200210;20200222;20200217;16664;9;SO43981;1;2171,2942;3578,27
342;20200210;20200222;20200217;25271;9;SO43982;1;413,1463;699,0982
314;20200211;20200223;20200218;28017;1;SO43983;1;2171,2942;3578,27
311;20200211;20200223;20200218;13545;8;SO43984;1;2171,2942;3578,27
313;20200211;20200223;20200218;13515;8;SO43985;1;2171,2942;3578,27
310;20200211;20200223;20200218;28070;4;SO43986;1;2171,2942;3578,27
310;20200212;20200224;20200219;28042;4;SO43987;1;2171,2942;3578,27
344;20200212;20200224;20200219;11244;10;SO43988;1;1912,1544;3399,99
312;20200212;20200224;20200219;28083;4;SO43989;1;2171,2942;3578,27
344;20200212;20200224;20200219;25872;1;SO43990;1;1912,1544;3399,99
310;20200212;20200224;20200219;16660;9;SO43991;1;2171,2942;3578,27
311;20200212;20200224;20200219;16638;9;SO43992;1;2171,2942;3578,27
314;20200214;20200226;20200221;16929;9;SO43993;1;2171,2942;3578,27
314;20200215;20200227;20200222;27681;4;SO43994;1;2171,2942;3578,27
312;20200215;20200227;20200222;21813;6;SO43995;1;2171,2942;3578,27
310;20200215;20200227;20200222;27920;4;SO43996;1;2171,2942;3578,27
310;20200215;20200227;20200222;28022;4;SO43997;1;2171,2942;3578,27
348;20200215;20200227;20200222;11033;9;SO43998;1;1898,0944;3374,99
311;20200215;20200227;20200222;28047;1;SO43999;1;2171,2942;3578,27
311;20200216;20200228;20200223;27918;4;SO44000;1;2171,2942;3578,27
313;20200216;20200228;20200223;28044;4;SO44001;1;2171,2942;3578,27
336;20200216;20200228;20200223;14572;4;SO44002;1;413,1463;699,0982
342;20200216;20200228;20200223;19325;8;SO44003;1;413,1463;699,0982
310;20200216;20200228;20200223;28061;4;SO44004;1;2171,2942;3578,27
334;20200216;20200228;20200223;26629;6;SO44005;1;413,1463;699,0982
310;20200216;20200228;20200223;16744;9;SO44006;1;2171,2942;3578,27
320;20200216;20200228;20200223;25555;9;SO44007;1;413,1463;699,0982
312;20200217;20200301;20200224;27678;1;SO44008;1;2171,2942;3578,27
314;20200217;20200301;20200224;27759;1;SO44009;1;2171,2942;3578,27
310;20200217;20200301;20200224;13680;10;SO44010;1;2171,2942;3578,27
310;20200217;20200301;20200224;13514;8;SO44011;1;2171,2942;3578,27
349;20200217;20200301;20200224;11052;9;SO44012;1;1898,0944;3374,99
312;20200217;20200301;20200224;16928;9;SO44013;1;2171,2942;3578,27
313;20200218;20200302;20200225;27917;4;SO44014;1;2171,2942;3578,27
311;20200218;20200302;20200225;13693;10;SO44015;1;2171,2942;3578,27
350;20200218;20200302;20200225;11247;10;SO44016;1;1898,0944;3374,99
310;20200218;20200302;20200225;28078;1;SO44017;1;2171,2942;3578,27
350;20200218;20200302;20200225;25876;1;SO44018;1;1898,0944;3374,99
310;20200218;20200302;20200225;16701;9;SO44019;1;2171,2942;3578,27
311;20200218;20200302;20200225;16931;9;SO44020;1;2171,2942;3578,27
348;20200218;20200302;20200225;11032;9;SO44021;1;1898,0944;3374,99
313;20200219;20200303;20200226;22008;6;SO44022;1;2171,2942;3578,27
349;20200219;20200303;20200226;19830;6;SO44023;1;1898,0944;3374,99
314;20200219;20200303;20200226;16663;9;SO44024;1;2171,2942;3578,27
314;20200219;20200303;20200226;16708;9;SO44025;1;2171,2942;3578,27
310;20200219;20200303;20200226;17045;9;SO44026;1;2171,2942;3578,27
310;20200220;20200304;20200227;21921;6;SO44027;1;2171,2942;3578,27
312;20200220;20200304;20200227;17048;9;SO44028;1;2171,2942;3578,27
350;20200220;20200304;20200227;11050;9;SO44029;1;1898,0944;3374,99
311;20200221;20200305;20200228;12131;7;SO44030;1;2171,2942;3578,27
313;20200221;20200305;20200228;13689;10;SO44031;1;2171,2942;3578,27
344;20200221;20200305;20200228;11243;10;SO44032;1;1912,1544;3399,99
314;20200221;20200305;20200228;16693;9;SO44033;1;2171,2942;3578,27
313;20200221;20200305;20200228;16702;9;SO44034;1;2171,2942;3578,27
312;20200221;20200305;20200228;16707;9;SO44035;1;2171,2942;3578,27
310;20200221;20200305;20200228;17046;9;SO44036;1;2171,2942;3578,27
328;20200221;20200305;20200228;25272;9;SO44037;1;413,1463;699,0982
344;20200221;20200305;20200228;25868;4;SO44038;1;1912,1544;3399,99
342;20200222;20200306;20200301;17971;7;SO44039;1;413,1463;699,0982
351;20200222;20200306;20200301;11057;9;SO44040;1;1898,0944;3374,99
313;20200222;20200306;20200301;16742;9;SO44041;1;2171,2942;3578,27
313;20200223;20200307;20200302;13678;10;SO44042;1;2171,2942;3578,27
311;20200223;20200307;20200302;13679;10;SO44043;1;2171,2942;3578,27
314;20200223;20200307;20200302;13690;10;SO44044;1;2171,2942;3578,27
344;20200223;20200307;20200302;28394;7;SO44045;1;1912,1544;3399,99
313;20200223;20200307;20200302;28064;1;SO44046;1;2171,2942;3578,27
344;20200223;20200307;20200302;25878;4;SO44047;1;1912,1544;3399,99
314;20200223;20200307;20200302;16713;9;SO44048;1;2171,2942;3578,27
314;20200224;20200308;20200303;13538;8;SO44049;1;2171,2942;3578,27
310;20200224;20200308;20200303;17050;9;SO44050;1;2171,2942;3578,27
310;20200225;20200309;20200304;13691;10;SO44051;1;2171,2942;3578,27
314;20200225;20200309;20200304;16637;9;SO44052;1;2171,2942;3578,27
338;20200226;20200310;20200305;19329;8;SO44053;1;413,1463;699,0982
314;20200226;20200310;20200305;13542;8;SO44054;1;2171,2942;3578,27
310;20200226;20200310;20200305;13543;8;SO44055;1;2171,2942;3578,27
314;20200226;20200310;20200305;13559;8;SO44056;1;2171,2942;3578,27
338;20200226;20200310;20200305;14577;1;SO44057;1;413,1463;699,0982
350;20200226;20200310;20200305;11056;9;SO44058;1;1898,0944;3374,99
313;20200226;20200310;20200305;16688;9;SO44059;1;2171,2942;3578,27
342;20200226;20200310;20200305;25273;9;SO44060;1;413,1463;699,0982
310;20200227;20200311;20200306;27919;1;SO44061;1;2171,2942;3578,27
310;20200227;20200311;20200306;28041;1;SO44062;1;2171,2942;3578,27
344;20200227;20200311;20200306;11240;10;SO44063;1;1912,1544;3399,99
310;20200227;20200311;20200306;22050;6;SO44064;1;2171,2942;3578,27
310;20200227;20200311;20200306;28062;4;SO44065;1;2171,2942;3578,27
344;20200227;20200311;20200306;25867;4;SO44066;1;1912,1544;3399,99
310;20200227;20200311;20200306;17049;9;SO44067;1;2171,2942;3578,27
313;20200228;20200312;20200307;13541;8;SO44068;1;2171,2942;3578,27
349;20200228;20200312;20200307;28395;7;SO44069;1;1898,0944;3374,99
349;20200228;20200312;20200307;19829;6;SO44070;1;1898,0944;3374,99
313;20200228;20200312;20200307;16691;9;SO44071;1;2171,2942;3578,27
311;20200228;20200312;20200307;16656;9;SO44072;1;2171,2942;3578,27
351;20200228;20200312;20200307;11044;9;SO44073;1;1898,0944;3374,99
310;20200301;20200313;20200308;13821;10;SO44134;1;2171,2942;3578,27
310;20200301;20200313;20200308;28156;4;SO44135;1;2171,2942;3578,27
311;20200301;20200313;20200308;22114;6;SO44136;1;2171,2942;3578,27
314;20200301;20200313;20200308;17328;9;SO44137;1;2171,2942;3578,27
310;20200302;20200314;20200309;13765;10;SO44138;1;2171,2942;3578,27
311;20200302;20200314;20200309;13792;10;SO44139;1;2171,2942;3578,27
311;20200302;20200314;20200309;12221;7;SO44140;1;2171,2942;3578,27
313;20200302;20200314;20200309;13572;8;SO44141;1;2171,2942;3578,27
313;20200302;20200314;20200309;22058;6;SO44142;1;2171,2942;3578,27
313;20200302;20200314;20200309;28145;4;SO44143;1;2171,2942;3578,27
312;20200302;20200314;20200309;17071;9;SO44144;1;2171,2942;3578,27
310;20200302;20200314;20200309;17309;9;SO44145;1;2171,2942;3578,27
313;20200302;20200314;20200309;17310;9;SO44146;1;2171,2942;3578,27
310;20200302;20200314;20200309;17320;9;SO44147;1;2171,2942;3578,27
310;20200303;20200315;20200310;28172;4;SO44148;1;2171,2942;3578,27
312;20200303;20200315;20200310;17242;9;SO44149;1;2171,2942;3578,27
312;20200303;20200315;20200310;17315;9;SO44150;1;2171,2942;3578,27
328;20200303;20200315;20200310;25558;9;SO44151;1;413,1463;699,0982
346;20200304;20200316;20200311;11334;10;SO44152;1;1912,1544;3399,99
312;20200304;20200316;20200311;28168;4;SO44153;1;2171,2942;3578,27
311;20200304;20200316;20200311;28181;1;SO44154;1;2171,2942;3578,27
313;20200304;20200316;20200311;28131;4;SO44155;1;2171,2942;3578,27
346;20200304;20200316;20200311;25887;1;SO44156;1;1912,1544;3399,99
314;20200304;20200316;20200311;17055;9;SO44157;1;2171,2942;3578,27
311;20200305;20200317;20200312;13567;8;SO44158;1;2171,2942;3578,27
311;20200305;20200317;20200312;28182;4;SO44159;1;2171,2942;3578,27
312;20200305;20200317;20200312;28186;1;SO44160;1;2171,2942;3578,27
314;20200306;20200318;20200313;13772;10;SO44161;1;2171,2942;3578,27
311;20200306;20200318;20200313;28185;4;SO44162;1;2171,2942;3578,27
314;20200306;20200318;20200313;28193;4;SO44163;1;2171,2942;3578,27
310;20200306;20200318;20200313;28088;4;SO44164;1;2171,2942;3578,27
313;20200306;20200318;20200313;17065;9;SO44165;1;2171,2942;3578,27
338;20200306;20200318;20200313;14581;1;SO44166;1;413,1463;699,0982
314;20200306;20200318;20200313;17308;9;SO44167;1;2171,2942;3578,27
313;20200307;20200319;20200314;12211;7;SO44168;1;2171,2942;3578,27
311;20200307;20200319;20200314;28179;1;SO44169;1;2171,2942;3578,27
314;20200307;20200319;20200314;28183;4;SO44170;1;2171,2942;3578,27
313;20200307;20200319;20200314;28112;4;SO44171;1;2171,2942;3578,27
338;20200307;20200319;20200314;14584;4;SO44172;1;413,1463;699,0982
312;20200308;20200320;20200315;13784;10;SO44173;1;2171,2942;3578,27
311;20200308;20200320;20200315;17229;9;SO44174;1;2171,2942;3578,27
313;20200308;20200320;20200315;17246;9;SO44175;1;2171,2942;3578,27
314;20200309;20200321;20200316;12220;7;SO44176;1;2171,2942;3578,27
350;20200309;20200321;20200316;11337;10;SO44177;1;1898,0944;3374,99
312;20200309;20200321;20200316;28097;4;SO44178;1;2171,2942;3578,27
350;20200309;20200321;20200316;25888;1;SO44179;1;1898,0944;3374,99
347;20200309;20200321;20200316;11058;9;SO44180;1;1912,1544;3399,99
312;20200309;20200321;20200316;17294;9;SO44181;1;2171,2942;3578,27
310;20200309;20200321;20200316;17299;9;SO44182;1;2171,2942;3578,27
310;20200310;20200322;20200317;28158;4;SO44183;1;2171,2942;3578,27
314;20200310;20200322;20200317;17247;9;SO44184;1;2171,2942;3578,27
310;20200310;20200322;20200317;17280;9;SO44185;1;2171,2942;3578,27
347;20200312;20200324;20200319;25889;4;SO44186;1;1912,1544;3399,99
313;20200312;20200324;20200319;17069;9;SO44187;1;2171,2942;3578,27
334;20200313;20200325;20200320;20052;10;SO44188;1;413,1463;699,0982
322;20200313;20200325;20200320;20054;10;SO44189;1;413,1463;699,0982
348;20200313;20200325;20200320;11061;9;SO44190;1;1898,0944;3374,99
310;20200313;20200325;20200320;17248;9;SO44191;1;2171,2942;3578,27
312;20200314;20200326;20200321;13570;8;SO44192;1;2171,2942;3578,27
312;20200314;20200326;20200321;28164;4;SO44193;1;2171,2942;3578,27
310;20200314;20200326;20200321;17064;9;SO44194;1;2171,2942;3578,27
313;20200314;20200326;20200321;17249;9;SO44195;1;2171,2942;3578,27
314;20200314;20200326;20200321;17295;9;SO44196;1;2171,2942;3578,27
312;20200315;20200327;20200322;28096;4;SO44197;1;2171,2942;3578,27
310;20200315;20200327;20200322;28150;4;SO44198;1;2171,2942;3578,27
313;20200315;20200327;20200322;17259;9;SO44199;1;2171,2942;3578,27
311;20200315;20200327;20200322;17312;9;SO44200;1;2171,2942;3578,27
313;20200316;20200328;20200323;12254;7;SO44201;1;2171,2942;3578,27
311;20200316;20200328;20200323;28159;4;SO44202;1;2171,2942;3578,27
312;20200316;20200328;20200323;28149;4;SO44203;1;2171,2942;3578,27
336;20200316;20200328;20200323;14580;4;SO44204;1;413,1463;699,0982
312;20200316;20200328;20200323;17285;9;SO44205;1;2171,2942;3578,27
347;20200317;20200329;20200324;11250;10;SO44206;1;1912,1544;3399,99
313;20200317;20200329;20200324;28162;4;SO44207;1;2171,2942;3578,27
347;20200317;20200329;20200324;25879;4;SO44208;1;1912,1544;3399,99
311;20200317;20200329;20200324;17257;9;SO44209;1;2171,2942;3578,27
310;20200318;20200330;20200325;13783;10;SO44210;1;2171,2942;3578,27
313;20200318;20200330;20200325;28154;4;SO44211;1;2171,2942;3578,27
312;20200318;20200330;20200325;28170;4;SO44212;1;2171,2942;3578,27
310;20200318;20200330;20200325;17351;9;SO44213;1;2171,2942;3578,27
311;20200318;20200330;20200325;17332;9;SO44214;1;2171,2942;3578,27
312;20200319;20200331;20200326;28180;1;SO44215;1;2171,2942;3578,27
314;20200319;20200331;20200326;13560;8;SO44216;1;2171,2942;3578,27
310;20200319;20200331;20200326;28148;1;SO44217;1;2171,2942;3578,27
311;20200319;20200331;20200326;22109;6;SO44218;1;2171,2942;3578,27
338;20200319;20200331;20200326;14590;4;SO44219;1;413,1463;699,0982
